[21:49:16][rank0] ============================================================
[21:49:16][rank0]   EchoTrace GPU-Accelerated DDP Training
[21:49:16][rank0]   GPUs            : 4
[21:49:16][rank0]   Total samples   : 199991
[21:49:16][rank0]   Batch/GPU       : 64
[21:49:16][rank0]   Effective batch : 256
[21:49:16][rank0]   Epochs          : 10
[21:49:16][rank0]   Trainable params: 16,018,433 / 24,561,729
[21:49:16][rank0] ============================================================
[00:54:15][rank0] Epoch 07/10 | Batch  540/781 (69.1%) | Loss: 0.0012
[00:54:58][rank0] Epoch 07/10 | Batch  560/781 (71.7%) | Loss: 0.0226
[00:55:47][rank0] Epoch 07/10 | Batch  580/781 (74.3%) | Loss: 0.0000
[00:56:25][rank0] Epoch 07/10 | Batch  600/781 (76.8%) | Loss: 0.0001
[00:57:13][rank0] Epoch 07/10 | Batch  620/781 (79.4%) | Loss: 0.0056
[00:57:58][rank0] Epoch 07/10 | Batch  640/781 (81.9%) | Loss: 0.0007
[00:58:47][rank0] Epoch 07/10 | Batch  660/781 (84.5%) | Loss: 0.0022
[00:59:28][rank0] Epoch 07/10 | Batch  680/781 (87.1%) | Loss: 0.0002
[01:00:07][rank0] Epoch 07/10 | Batch  700/781 (89.6%) | Loss: 0.0014
[01:00:47][rank0] Epoch 07/10 | Batch  720/781 (92.2%) | Loss: 0.0240
[01:01:26][rank0] Epoch 07/10 | Batch  740/781 (94.8%) | Loss: 0.0001
[01:02:10][rank0] Epoch 07/10 | Batch  760/781 (97.3%) | Loss: 0.0068
[01:02:33][rank0] Epoch 07/10 | Batch  780/781 (99.9%) | Loss: 0.0000
[01:02:33][rank0] [epoch 07] avg_loss=0.0039 | time=27.2m | best=0.0039 <- best
[01:02:48][rank0] Saved -> /home/jovyan/work/EchoTrace/checkpoints/echo_epoch_07.pth
[01:02:55][rank0] Epoch 08/10 | Batch    0/781 ( 0.0%) | Loss: 0.0001
[01:03:32][rank0] Epoch 08/10 | Batch   20/781 ( 2.6%) | Loss: 0.0001
[01:04:07][rank0] Epoch 08/10 | Batch   40/781 ( 5.1%) | Loss: 0.0002
[01:04:47][rank0] Epoch 08/10 | Batch   60/781 ( 7.7%) | Loss: 0.0000
[01:05:29][rank0] Epoch 08/10 | Batch   80/781 (10.2%) | Loss: 0.0007
[01:06:07][rank0] Epoch 08/10 | Batch  100/781 (12.8%) | Loss: 0.0001
[01:06:49][rank0] Epoch 08/10 | Batch  120/781 (15.4%) | Loss: 0.0004
[01:07:29][rank0] Epoch 08/10 | Batch  140/781 (17.9%) | Loss: 0.0105
[01:08:15][rank0] Epoch 08/10 | Batch  160/781 (20.5%) | Loss: 0.0001
[01:08:55][rank0] Epoch 08/10 | Batch  180/781 (23.0%) | Loss: 0.0001
[01:09:32][rank0] Epoch 08/10 | Batch  200/781 (25.6%) | Loss: 0.0002
[01:10:09][rank0] Epoch 08/10 | Batch  220/781 (28.2%) | Loss: 0.0001
[01:10:52][rank0] Epoch 08/10 | Batch  240/781 (30.7%) | Loss: 0.0001
[01:11:33][rank0] Epoch 08/10 | Batch  260/781 (33.3%) | Loss: 0.0003
[01:12:13][rank0] Epoch 08/10 | Batch  280/781 (35.9%) | Loss: 0.0001
[01:12:56][rank0] Epoch 08/10 | Batch  300/781 (38.4%) | Loss: 0.0000
[01:13:36][rank0] Epoch 08/10 | Batch  320/781 (41.0%) | Loss: 0.0001
[01:14:22][rank0] Epoch 08/10 | Batch  340/781 (43.5%) | Loss: 0.0003
[01:15:04][rank0] Epoch 08/10 | Batch  360/781 (46.1%) | Loss: 0.0009
[01:15:45][rank0] Epoch 08/10 | Batch  380/781 (48.7%) | Loss: 0.0002
[01:16:25][rank0] Epoch 08/10 | Batch  400/781 (51.2%) | Loss: 0.1248
[01:17:06][rank0] Epoch 08/10 | Batch  420/781 (53.8%) | Loss: 0.0001
[01:17:55][rank0] Epoch 08/10 | Batch  440/781 (56.3%) | Loss: 0.0002
[01:18:32][rank0] Epoch 08/10 | Batch  460/781 (58.9%) | Loss: 0.0000
[01:19:15][rank0] Epoch 08/10 | Batch  480/781 (61.5%) | Loss: 0.0001
[01:19:57][rank0] Epoch 08/10 | Batch  500/781 (64.0%) | Loss: 0.0000
[01:20:41][rank0] Epoch 08/10 | Batch  520/781 (66.6%) | Loss: 0.0019
[01:21:22][rank0] Epoch 08/10 | Batch  540/781 (69.1%) | Loss: 0.0000
[01:22:05][rank0] Epoch 08/10 | Batch  560/781 (71.7%) | Loss: 0.0000
[01:22:46][rank0] Epoch 08/10 | Batch  580/781 (74.3%) | Loss: 0.0000
[01:23:28][rank0] Epoch 08/10 | Batch  600/781 (76.8%) | Loss: 0.0002
[01:24:12][rank0] Epoch 08/10 | Batch  620/781 (79.4%) | Loss: 0.0000
[01:24:53][rank0] Epoch 08/10 | Batch  640/781 (81.9%) | Loss: 0.0139
[01:25:34][rank0] Epoch 08/10 | Batch  660/781 (84.5%) | Loss: 0.0005
[01:26:15][rank0] Epoch 08/10 | Batch  680/781 (87.1%) | Loss: 0.0001
[01:26:52][rank0] Epoch 08/10 | Batch  700/781 (89.6%) | Loss: 0.0002
[01:27:32][rank0] Epoch 08/10 | Batch  720/781 (92.2%) | Loss: 0.0004
[01:28:12][rank0] Epoch 08/10 | Batch  740/781 (94.8%) | Loss: 0.0000
[01:28:52][rank0] Epoch 08/10 | Batch  760/781 (97.3%) | Loss: 0.0000
[01:29:20][rank0] Epoch 08/10 | Batch  780/781 (99.9%) | Loss: 0.0005
[01:29:20][rank0] [epoch 08] avg_loss=0.0034 | time=26.5m | best=0.0034 <- best
[01:29:29][rank0] Saved -> /home/jovyan/work/EchoTrace/checkpoints/echo_epoch_08.pth
[01:29:40][rank0] Epoch 09/10 | Batch    0/781 ( 0.0%) | Loss: 0.0001
[01:30:22][rank0] Epoch 09/10 | Batch   20/781 ( 2.6%) | Loss: 0.0001
[01:30:58][rank0] Epoch 09/10 | Batch   40/781 ( 5.1%) | Loss: 0.0007
[01:31:31][rank0] Epoch 09/10 | Batch   60/781 ( 7.7%) | Loss: 0.0245
[01:32:09][rank0] Epoch 09/10 | Batch   80/781 (10.2%) | Loss: 0.0139
[01:32:48][rank0] Epoch 09/10 | Batch  100/781 (12.8%) | Loss: 0.0000
[01:33:29][rank0] Epoch 09/10 | Batch  120/781 (15.4%) | Loss: 0.0010
[01:34:11][rank0] Epoch 09/10 | Batch  140/781 (17.9%) | Loss: 0.0002
[01:34:45][rank0] Epoch 09/10 | Batch  160/781 (20.5%) | Loss: 0.0000
[01:35:25][rank0] Epoch 09/10 | Batch  180/781 (23.0%) | Loss: 0.0000
[01:36:10][rank0] Epoch 09/10 | Batch  200/781 (25.6%) | Loss: 0.0000
[01:36:41][rank0] Epoch 09/10 | Batch  220/781 (28.2%) | Loss: 0.0010
[01:37:24][rank0] Epoch 09/10 | Batch  240/781 (30.7%) | Loss: 0.0000
[01:38:04][rank0] Epoch 09/10 | Batch  260/781 (33.3%) | Loss: 0.0001
[01:38:43][rank0] Epoch 09/10 | Batch  280/781 (35.9%) | Loss: 0.0010
[01:39:19][rank0] Epoch 09/10 | Batch  300/781 (38.4%) | Loss: 0.0000
[01:39:57][rank0] Epoch 09/10 | Batch  320/781 (41.0%) | Loss: 0.0001
[01:40:33][rank0] Epoch 09/10 | Batch  340/781 (43.5%) | Loss: 0.0001
[01:41:17][rank0] Epoch 09/10 | Batch  360/781 (46.1%) | Loss: 0.0009
[01:41:55][rank0] Epoch 09/10 | Batch  380/781 (48.7%) | Loss: 0.0056
[01:42:37][rank0] Epoch 09/10 | Batch  400/781 (51.2%) | Loss: 0.0000
[01:43:16][rank0] Epoch 09/10 | Batch  420/781 (53.8%) | Loss: 0.0002
[01:43:56][rank0] Epoch 09/10 | Batch  440/781 (56.3%) | Loss: 0.0000
[01:44:34][rank0] Epoch 09/10 | Batch  460/781 (58.9%) | Loss: 0.0000
[01:45:10][rank0] Epoch 09/10 | Batch  480/781 (61.5%) | Loss: 0.0000
[01:45:55][rank0] Epoch 09/10 | Batch  500/781 (64.0%) | Loss: 0.0000
[01:46:34][rank0] Epoch 09/10 | Batch  520/781 (66.6%) | Loss: 0.0005
[01:47:13][rank0] Epoch 09/10 | Batch  540/781 (69.1%) | Loss: 0.0001
[01:47:54][rank0] Epoch 09/10 | Batch  560/781 (71.7%) | Loss: 0.0003
[01:48:35][rank0] Epoch 09/10 | Batch  580/781 (74.3%) | Loss: 0.0003
[01:49:13][rank0] Epoch 09/10 | Batch  600/781 (76.8%) | Loss: 0.0001
[01:49:51][rank0] Epoch 09/10 | Batch  620/781 (79.4%) | Loss: 0.0019
[01:50:31][rank0] Epoch 09/10 | Batch  640/781 (81.9%) | Loss: 0.0002
[01:51:11][rank0] Epoch 09/10 | Batch  660/781 (84.5%) | Loss: 0.0000
[01:51:51][rank0] Epoch 09/10 | Batch  680/781 (87.1%) | Loss: 0.0035
[01:52:28][rank0] Epoch 09/10 | Batch  700/781 (89.6%) | Loss: 0.0004
[01:53:06][rank0] Epoch 09/10 | Batch  720/781 (92.2%) | Loss: 0.0000
[01:53:45][rank0] Epoch 09/10 | Batch  740/781 (94.8%) | Loss: 0.0000
[01:54:24][rank0] Epoch 09/10 | Batch  760/781 (97.3%) | Loss: 0.0000
[01:54:54][rank0] Epoch 09/10 | Batch  780/781 (99.9%) | Loss: 0.0051
[01:54:54][rank0] [epoch 09] avg_loss=0.0022 | time=25.4m | best=0.0022 <- best
[01:54:55][rank0] Saved -> /home/jovyan/work/EchoTrace/checkpoints/echo_epoch_09.pth
[01:55:03][rank0] Epoch 10/10 | Batch    0/781 ( 0.0%) | Loss: 0.0000
[01:55:41][rank0] Epoch 10/10 | Batch   20/781 ( 2.6%) | Loss: 0.0001
[01:56:20][rank0] Epoch 10/10 | Batch   40/781 ( 5.1%) | Loss: 0.0000
[01:57:00][rank0] Epoch 10/10 | Batch   60/781 ( 7.7%) | Loss: 0.0002
[01:57:36][rank0] Epoch 10/10 | Batch   80/781 (10.2%) | Loss: 0.0000
[01:58:18][rank0] Epoch 10/10 | Batch  100/781 (12.8%) | Loss: 0.0000
[01:58:56][rank0] Epoch 10/10 | Batch  120/781 (15.4%) | Loss: 0.0006
[01:59:32][rank0] Epoch 10/10 | Batch  140/781 (17.9%) | Loss: 0.0001
[02:00:10][rank0] Epoch 10/10 | Batch  160/781 (20.5%) | Loss: 0.0000
[02:00:51][rank0] Epoch 10/10 | Batch  180/781 (23.0%) | Loss: 0.0003
[02:01:28][rank0] Epoch 10/10 | Batch  200/781 (25.6%) | Loss: 0.0006
[02:02:07][rank0] Epoch 10/10 | Batch  220/781 (28.2%) | Loss: 0.0010
[02:02:49][rank0] Epoch 10/10 | Batch  240/781 (30.7%) | Loss: 0.0000
[02:03:29][rank0] Epoch 10/10 | Batch  260/781 (33.3%) | Loss: 0.0000
[02:04:06][rank0] Epoch 10/10 | Batch  280/781 (35.9%) | Loss: 0.0001
[02:04:44][rank0] Epoch 10/10 | Batch  300/781 (38.4%) | Loss: 0.0000
[02:05:21][rank0] Epoch 10/10 | Batch  320/781 (41.0%) | Loss: 0.0000
[02:05:57][rank0] Epoch 10/10 | Batch  340/781 (43.5%) | Loss: 0.0002
[02:06:36][rank0] Epoch 10/10 | Batch  360/781 (46.1%) | Loss: 0.0000
[02:07:14][rank0] Epoch 10/10 | Batch  380/781 (48.7%) | Loss: 0.0000
[02:07:53][rank0] Epoch 10/10 | Batch  400/781 (51.2%) | Loss: 0.0000
[02:08:30][rank0] Epoch 10/10 | Batch  420/781 (53.8%) | Loss: 0.0000
[02:09:06][rank0] Epoch 10/10 | Batch  440/781 (56.3%) | Loss: 0.0000
[02:09:48][rank0] Epoch 10/10 | Batch  460/781 (58.9%) | Loss: 0.0000
[02:10:26][rank0] Epoch 10/10 | Batch  480/781 (61.5%) | Loss: 0.0002
[02:11:00][rank0] Epoch 10/10 | Batch  500/781 (64.0%) | Loss: 0.0000
[02:11:38][rank0] Epoch 10/10 | Batch  520/781 (66.6%) | Loss: 0.0001
[02:12:16][rank0] Epoch 10/10 | Batch  540/781 (69.1%) | Loss: 0.0001
[02:12:54][rank0] Epoch 10/10 | Batch  560/781 (71.7%) | Loss: 0.0001
[02:13:31][rank0] Epoch 10/10 | Batch  580/781 (74.3%) | Loss: 0.0002
[02:14:12][rank0] Epoch 10/10 | Batch  600/781 (76.8%) | Loss: 0.0002
[02:14:50][rank0] Epoch 10/10 | Batch  620/781 (79.4%) | Loss: 0.0000
[02:15:32][rank0] Epoch 10/10 | Batch  640/781 (81.9%) | Loss: 0.0000
[02:16:11][rank0] Epoch 10/10 | Batch  660/781 (84.5%) | Loss: 0.0002
[02:16:53][rank0] Epoch 10/10 | Batch  680/781 (87.1%) | Loss: 0.0000
[02:17:32][rank0] Epoch 10/10 | Batch  700/781 (89.6%) | Loss: 0.0004
[02:18:13][rank0] Epoch 10/10 | Batch  720/781 (92.2%) | Loss: 0.0000
[02:18:51][rank0] Epoch 10/10 | Batch  740/781 (94.8%) | Loss: 0.0004
[02:19:23][rank0] Epoch 10/10 | Batch  760/781 (97.3%) | Loss: 0.0000
[02:19:47][rank0] Epoch 10/10 | Batch  780/781 (99.9%) | Loss: 0.0000
[02:19:47][rank0] [epoch 10] avg_loss=0.0017 | time=24.9m | best=0.0017 <- best
[02:19:48][rank0] Saved -> /home/jovyan/work/EchoTrace/checkpoints/echo_epoch_10.pth
[02:19:49][rank0] ============================================================
[02:19:49][rank0] Training complete.
[02:19:49][rank0] Final model: /home/jovyan/work/EchoTrace/ensemble_model.pth
[02:19:49][rank0] ============================================================
rank0] Epoch 10/10 | Batch  720/781 (92.2%) | Loss: 0.0000
[02:18:51][rank0] Epoch 10/10 | Batch  740/781 (94.8%) | Loss: 0.0004
[02:19:23][rank0] Epoch 10/10 | Batch  760/781 (97.3%) | Loss: 0.0000
[02:19:47][rank0] Epoch 10/10 | Batch  780/781 (99.9%) | Loss: 0.0000
[02:19:47][rank0] [epoch 10] avg_loss=0.0017 | time=24.9m | best=0.0017 <- best
[02:19:48][rank0] Saved -> /home/jovyan/work/EchoTrace/checkpoints/echo_epoch_10.pth
[02:19:49][rank0] ============================================================
[02:19:49][rank0] Training complete.
[02:19:49][rank0] Final model: /home/jovyan/work/EchoTrace/ensemble_model.pth
[02:19:49][rank0] ============================================================
